tweet_id,timestamp,source,text,rating_denominator,names,dog_stage,rating_numerator_new,tweet_id,jpg_url,tweet_id,favorite_count,retweet_count,breed_pred,pred_confidence,fraction
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,10,Ralphus,,13.0,666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,888554962724278272,17612,2929,,,1.3
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,10,Gerald,,12.0,666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,887705289381826560,27036,4612,maltese_dog,0.8575309999999999,1.2
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,10,Jeffrey,,13.0,666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,887517139158093824,41382,10005,,,1.3
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,10,,,14.0,666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,887473957103951883,61159,15285,newfoundland,0.278407,1.4
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,10,Canela,,13.0,666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,887343217045368832,30049,8962,golden_retriever,0.8587440000000001,1.3
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,10,,,13.0,666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,887101392804085760,27395,5079,malamute,0.33687399999999995,1.3
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,10,,,12.0,666362758909284353,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,886983233522544640,30896,6457,,,1.2
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,10,Maya,,13.0,666373753744588802,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,886736880519319552,10654,2694,soft-coated_wheaten_terrier,0.326467,1.3
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",10,Mingus,,13.0,666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,886680336477933568,20067,3803,chihuahua,0.978108,1.3
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,10,Derek,,13.0,666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,886366144734445568,18856,2683,black-and-tan_coonhound,0.529139,1.3
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,10,Roscoe,pupper,12.0,666411507551481857,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,886267009285017600,104,3,,,1.2
886267009285017600,2017-07-15 16:51:35+00:00,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,10,,,12.0,666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,886258384151887873,24963,5378,toy_terrier,0.14968,1.2
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,10,Waffles,,13.0,666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,886054160059072513,0,94,blenheim_spaniel,0.906777,1.3
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,10,,,12.0,666430724426358785,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,885528943205470208,32106,5433,irish_terrier,0.104109,1.2
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,10,Maisey,,13.0,666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,885518971528720385,18296,3175,chesapeake_bay_retriever,0.18413,1.3
885518971528720385,2017-07-13 15:19:09+00:00,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,10,,,14.0,666437273139982337,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,885311592912609280,0,15727,chihuahua,0.6718529999999999,1.4
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,10,,,13.0,666454714377183233,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,884925521741709313,68371,15302,dalmatian,0.278954,1.3
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",10,Earl,,12.0,666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,884876753390489601,24806,4740,ibizan_hound,0.0443334,1.2
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,10,Lola,,13.0,666649482315059201,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,884562892145688576,21666,3982,border_collie,0.447803,1.3
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,10,Kevin,,13.0,666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,884441805382717440,24258,4865,german_shepherd,0.975401,1.3
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",10,,,14.0,666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,884247878851493888,64355,17208,labrador_retriever,0.887707,1.4
884247878851493888,2017-07-10 03:08:17+00:00,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,10,,,13.0,666739327293083650,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,884162670584377345,18218,2533,miniature_poodle,0.546933,1.3
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,10,Yogi,doggo,12.0,666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,883838122936631299,19486,2914,miniature_pinscher,0.167175,1.2
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,10,Noah,,12.0,666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,883482846933004288,40875,8409,italian_greyhound,0.618316,1.2
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",10,Bella,,13.5,666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,883360690899218434,20267,3133,,,1.35
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,10,Grizzwald,floofer,13.0,666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,883117836046086144,33074,5633,english_setter,0.32879200000000003,1.3
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",10,,,13.0,666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,882992080364220416,21311,3291,miniature_schnauzer,0.496953,1.3
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,10,Rusty,,13.0,666826780179869698,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,882762694511734784,25188,4167,maltese_dog,0.359383,1.3
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,10,Gus,pupper,12.0,666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,882627270321602560,25000,5169,airedale,0.448459,1.2
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,10,Stanley,,13.0,666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,882268110199369728,39835,9838,,,1.3
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,10,Alfy,,13.0,666983947667116034,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,882045870035918850,26165,4149,,,1.3
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",10,Koko,,13.0,666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,881906580714921986,21783,2897,rottweiler,0.0624899,1.3
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,10,Rey,,12.0,667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,881666595344535552,45287,9118,,,1.2
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,10,Gary,pupper,13.0,667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,881633300179243008,113,8,golden_retriever,0.765266,1.3
881633300179243008,2017-07-02 21:58:53+00:00,Twitter for iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,10,,,,667062181243039745,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,881536004380872706,44123,13638,chesapeake_bay_retriever,0.825678,
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",10,,pupper,14.0,667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,881268444196462592,20814,4551,,,1.4
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,10,Elliot,,12.0,667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,880935762899988482,15286,2378,chihuahua,0.483682,1.2
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,10,Louis,,13.0,667090893657276420,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,880872448815771648,19029,3258,chihuahua,0.959514,1.3
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,10,,,12.0,667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,880465832366813184,25396,5302,pembroke,0.741563,1.2
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,10,Bella,,12.0,667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,880221127280381952,24055,3540,west_highland_white_terrier,0.747713,1.2
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,10,Jesse,,12.0,667152164079423490,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,880095782870896641,24719,3715,toy_poodle,0.535411,1.2
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,10,,,11.0,667160273090932737,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,879862464715927552,20024,2976,golden_retriever,0.471351,1.1
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,10,Romeo,,13.0,667165590075940865,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,879674319642796034,283,9,miniature_pinscher,0.140173,1.3
879674319642796034,2017-06-27 12:14:36+00:00,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,10,,,14.0,667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,879492040517615616,21044,2682,giant_schnauzer,0.8412649999999999,1.4
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,10,Bailey,,12.0,667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,879415818425184262,94349,38088,toy_poodle,0.266437,1.2
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,10,Duddles,,13.0,667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,879376492567855104,15071,2683,soft-coated_wheaten_terrier,0.318981,1.3
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,10,Jack,,12.0,667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,879130579576475649,0,5831,vizsla,0.25924899999999995,1.2
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,10,Steven,,11.0,667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,879008229531029506,17043,2289,,,1.1
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,10,Beau,,13.0,667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,878776093423087618,17396,3503,rottweiler,0.28364,1.3
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,10,Snoopy,puppo,13.0,667200525029539841,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,878604707211726852,26852,6024,siberian_husky,0.694904,1.3
878604707211726852,2017-06-24 13:24:20+00:00,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,10,,,13.0,667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,878404777348136964,0,1087,golden_retriever,0.462556,1.3
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",10,Shadow,,13.0,667405339315146752,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,878057613040115712,37708,5831,saint_bernard,0.381377,1.3
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,10,Emmy,,14.0,667435689202614272,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,877736472329191424,70426,16113,rottweiler,0.999091,1.4
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,10,Aja,,13.0,667437278097252352,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,877611172832227328,0,70,,,1.3
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,10,Penny,,12.0,667453023279554560,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,877316821321428993,24554,4431,labrador_retriever,0.8256700000000001,1.2
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",10,Dante,,13.0,667455448082227200,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,877201837425926144,24223,4710,tibetan_terrier,0.676376,1.3
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,10,Nelly,,12.0,667470559035432960,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,876838120628539392,18510,2849,toy_poodle,0.304175,1.2
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,10,Ginger,pupper,12.0,667491009379606528,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,876537666061221889,21351,4046,borzoi,0.852088,1.2
876537666061221889,2017-06-18 20:30:39+00:00,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,10,,doggo,14.0,667495797102141441,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,876484053909872640,16826,2036,chihuahua,0.143957,1.4
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,10,Benedict,,13.0,667502640335572993,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,876120275196170240,25074,3983,labrador_retriever,0.996709,1.3
